1471,"Esika, God of the Tree",N/A,51,By Evelyn Garcia,Top16(0 - 2 - 1)  0%
1472,"Esika, God of the Tree",N/A,54,by fran gonzález,1st(4 - 1 - 1)  66%
1473,"Esika, God of the Tree",N/A,54,by emilio nieto,Top32(0 - 2 - 2)  0%
1474,"Esika, God of the Tree",N/A,59,by eros montero,Top4(2 - 1 - 3)  33%
1475,"Esika, God of the Tree",N/A,60,by evelyn garcia,Top32(1 - 2 - 1)  25%
1476,"Etali, Primal Conqueror",N/A,57,By George Ganey,Top16(2 - 4)  33%
1477,"Etali, Primal Conqueror",N/A,57,by damien schoebel,Top64(1 - 4)  20%
1478,"Etali, Primal Conqueror",N/A,60,by justin shields,Top64(0 - 4)  0%
1479,Ezio Auditore da Firenze,N/A,56,by aaron jones,Top32(1 - 2 - 1)  25%
1480,"Francisco, Fowl Marauder","Ishai, Ojutai Dragonspeaker",52,by bastihan chirino,Top64(0 - 4)  0%
1481,"Francisco, Fowl Marauder","Malcolm, Keen-Eyed Navigator",58,By Tom Burns,Top16(1 - 2 - 1)  25%
1482,"Galadriel, Light of Valinor",N/A,59,By Alex Vilchez López,Top16(1 - 2 - 1)  25%
1483,"Glarb, Calamity''s Augur",N/A,53,by daulton leslie,Top32(0 - 1 - 3)  0%
1484,"Glarb, Calamity''s Augur",N/A,53,by jacob stewart,Top64(0 - 3 - 1)  0%
1485,"Glarb, Calamity''s Augur",N/A,55,By Ryan Sullivan,Top8(1 - 1 - 1)  33%
1486,"Glarb, Calamity''s Augur",N/A,56,by dylan smith,Top64(0 - 2 - 1)  0%
1487,"Glarb, Calamity''s Augur",N/A,58,by thomas bermudez,Top32(1 - 3)  25%
1488,"Glarb, Calamity''s Augur",N/A,58,by adam bond,Top32(0 - 2 - 2)  0%
1489,"Glarb, Calamity''s Augur",N/A,60,by kody brinkman,Top32(1 - 2 - 1)  25%
1490,Grand Arbiter Augustin IV,N/A,52,by hugo,Top64(0 - 4 - 1)  0%
1491,"Hapatra, Vizier of Poisons",N/A,60,by thomas fischer (sc edh ?),Top32(1 - 2 - 1)  25%
1492,"Helga, Skittish Seer",N/A,53,By Chris Klynman,Top8(1 - 1 - 3)  20%
1493,"Heliod, the Radiant Dawn",N/A,52,By Gastón Aliaga,1st(4 - 2)  66%
1494,"Heliod, the Radiant Dawn",N/A,52,By Nicolas Fierro,Top8(2 - 1 - 2)  40%
1495,"Heliod, the Radiant Dawn",N/A,60,by nicholas logelfo,Top64(0 - 4)  0%
1496,"Inalla, Archmage Ritualist",N/A,53,By Paul Browder Iii,Top16(1 - 1 - 2)  25%
1497,"Inalla, Archmage Ritualist",N/A,54,by kevin salgueiro,Top32(0 - 2 - 2)  0%
1498,"Inalla, Archmage Ritualist",N/A,57,by caleb cansdale,Top32(1 - 2 - 2)  20%
1499,"Iron Man, Titan of Innovation",N/A,56,by allen mok,Top32(1 - 2 - 1)  25%
1500,"Iron Man, Titan of Innovation",N/A,57,by kai burnett,Top64(1 - 3)  25%
1501,"Jenson Carthalion, Druid Exile",N/A,57,By Matthew N,Top16(1 - 3 - 1)  20%
1502,"Jeska, Thrice Reborn",Tymna the Weaver,53,By Dylan Cole,Top16(1 - 2 - 1)  25%
1503,"Jeska, Thrice Reborn",Tymna the Weaver,57,by bobby taylor,Top64(1 - 3 - 1)  20%
1504,"Jeska, Thrice Reborn",Tymna the Weaver,58,By Craig Allan,Top8(2 - 3)  40%
1505,"Jetmir, Nexus of Revels",N/A,56,by zachary brown,Top64(0 - 4)  0%
1506,"Jodah, the Unifier",N/A,56,by patrick j matthews,Top64(0 - 3 - 1)  0%
1507,"K''rrik, Son of Yawgmoth",N/A,51,By Tanner,Top8(0 - 1 - 2)  0%
1508,"K''rrik, Son of Yawgmoth",N/A,56,by mike russell,Top64(0 - 1 - 3)  0%
1509,Kaalia of the Vast,N/A,53,by jonah gardin,Top32(0 - 3)  0%
1510,Kaalia of the Vast,N/A,56,by jacob l,Top32(1 - 3)  25%
1511,Kaalia of the Vast,N/A,59,By Eric Duran,Top16(2 - 3)  40%
1512,"Kaervek, the Punisher",N/A,55,By Jason Hilton,Top8(0 - 1 - 1)  0%
1513,"Kediss, Emberclaw Familiar","Malcolm, Keen-Eyed Navigator",52,By Camilo Flores,Top16(2 - 2 - 1)  40%
1514,"Kediss, Emberclaw Familiar","Malcolm, Keen-Eyed Navigator",52,by alex eduardo leal perez,Top64(0 - 2 - 1)  0%
1515,"Kenrith, the Returned King",N/A,53,by dan kutzler,Top32(1 - 2 - 1)  25%
1516,"Kenrith, the Returned King",N/A,53,by drewbie maxim,Top32(0 - 2 - 2)  0%
1517,"Kenrith, the Returned King",N/A,54,By Sendoa Cardiel,2nd(2 - 1 - 2)  40%
1518,"Kenrith, the Returned King",N/A,57,By David Pike,Top16(2 - 4)  33%
1519,"Kenrith, the Returned King",N/A,57,by thaddeus reichert,Top64(1 - 4)  20%
1520,"Kenrith, the Returned King",N/A,59,By Antoni Pradas,Top8(2 - 2 - 1)  40%
1521,"Kenrith, the Returned King",N/A,59,by javi ruiz,Top64(0 - 4)  0%
1522,"Kenrith, the Returned King",N/A,60,by colin bennett,Top32(0 - 2 - 1)  0%
1523,"Kess, Dissident Mage",N/A,60,by michael hall,Top32(1 - 2 - 1)  25%
1524,"Kinnan, Bonder Prodigy",N/A,52,By Sergio Vitta,Top4(3 - 2 - 1)  50%
1525,"Kinnan, Bonder Prodigy",N/A,52,By Alberto Mora,Top4(2 - 3)  40%
1526,"Kinnan, Bonder Prodigy",N/A,52,By Giorgio Viacava,Top8(2 - 2 - 1)  40%
1527,"Kinnan, Bonder Prodigy",N/A,52,by cristian prado,Top16(2 - 2 - 1)  40%
1528,"Kinnan, Bonder Prodigy",N/A,52,by alan moser,Top32(1 - 1 - 3)  20%
1529,"Kinnan, Bonder Prodigy",N/A,52,by luis torca,Top32(1 - 2 - 2)  20%
1530,"Kinnan, Bonder Prodigy",N/A,52,by heber ramos,Top64(0 - 4)  0%
1531,"Kinnan, Bonder Prodigy",N/A,52,by simón ramos,Top64(0 - 3 - 2)  0%
1532,"Kinnan, Bonder Prodigy",N/A,53,By Ben Mcdaniel,2nd(2 - 1 - 2)  40%
1533,"Kinnan, Bonder Prodigy",N/A,53,By Nathan Larsen,Top16(1 - 2 - 1)  25%
1534,"Kinnan, Bonder Prodigy",N/A,53,by joseph marano,Top32(0 - 2 - 2)  0%
1535,"Kinnan, Bonder Prodigy",N/A,54,by marcos rodríguez,Top8(2 - 3)  40%
1536,"Kinnan, Bonder Prodigy",N/A,54,by diego mata,Top16(1 - 2 - 2)  20%
1537,"Kinnan, Bonder Prodigy",N/A,54,by sergio tames,Top32(0 - 3 - 1)  0%
1538,"Kinnan, Bonder Prodigy",N/A,55,By Ryan Perez,1st(3 - 1)  75%
1539,"Kinnan, Bonder Prodigy",N/A,55,By Brian Kwon,Top16(0 - 2)  0%
1540,"Kinnan, Bonder Prodigy",N/A,56,By Zachary Adler,1st(3 - 0 - 2)  100%
1541,"Kinnan, Bonder Prodigy",N/A,56,By Nick Tran,2nd(1 - 2 - 1)  25%
1542,"Kinnan, Bonder Prodigy",N/A,56,by jacob burrows,Top32(1 - 2 - 1)  25%
1543,"Kinnan, Bonder Prodigy",N/A,56,by daniel moss,Top64(0 - 2 - 2)  0%
1544,"Kinnan, Bonder Prodigy",N/A,56,by eric lehman,Top64(0 - 3)  0%
1545,"Kinnan, Bonder Prodigy",N/A,57,By Jason Auger,Top16(2 - 4)  33%
1546,"Kinnan, Bonder Prodigy",N/A,57,by micheal hansen,Top64(0 - 3 - 1)  0%
1547,"Kinnan, Bonder Prodigy",N/A,59,By Daniel Parra Garcia,Top8(2 - 3)  40%
1548,"Kinnan, Bonder Prodigy",N/A,59,by luis moriel barroso,Top32(1 - 3)  25%
1549,"Kinnan, Bonder Prodigy",N/A,60,by hunter collins,Top64(0 - 3)  0%
1550,Kodama of the East Tree,Tymna the Weaver,58,By Jay Silvester,Top8(1 - 2 - 2)  20%
1551,Kodama of the East Tree,Tymna the Weaver,60,By Anthony (Nybar),Top4(3 - 2 - 1)  50%
1552,"Korvold, Fae-Cursed King",N/A,54,By Jaime Blázquez,Top4(2 - 2 - 1)  40%
1553,"Krark, the Thumbless",Sakashima of a Thousand Faces,52,By Juan Marambio,Top16(1 - 2 - 1)  25%
1554,"Krark, the Thumbless","Silas Renn, Seeker Adept",52,by paulo barrera,Top32(1 - 3 - 1)  20%
1555,"Krark, the Thumbless","Silas Renn, Seeker Adept",53,By Daniel Pereira,Top4(3 - 2 - 1)  50%
1556,"Krark, the Thumbless",Sakashima of a Thousand Faces,53,By Dell Dixon,Top16(1 - 2 - 2)  20%
1557,"Krark, the Thumbless","Thrasios, Triton Hero",54,By Lucas Visus,Top8(2 - 2 - 1)  40%
1558,"Krark, the Thumbless","Thrasios, Triton Hero",54,By Mikel Legarreta,Top8(2 - 2 - 1)  40%
1559,"Krark, the Thumbless","Silas Renn, Seeker Adept",54,By David Idoyaga,Top16(1 - 1 - 2)  25%
1560,"Krark, the Thumbless","Thrasios, Triton Hero",54,by miguel Ángel,Top32(0 - 3 - 1)  0%
1561,"Krark, the Thumbless","Thrasios, Triton Hero",58,by chris gardner,Top32(1 - 3)  25%
1562,"Krark, the Thumbless",Sakashima of a Thousand Faces,58,by chris lawson,Top32(0 - 3 - 1)  0%
1563,"Krark, the Thumbless",Sakashima of a Thousand Faces,59,by marc cañellas,Top32(0 - 3 - 1)  0%
1564,"Kraum, Ludevic''s Opus",Tymna the Weaver,51,By James Carrizosa,1st(2 - 1 - 1)  50%
1565,"Kraum, Ludevic''s Opus",Tymna the Weaver,51,By Philippe Martin,Top4(1 - 2 - 1)  25%
1566,"Kraum, Ludevic''s Opus",Tymna the Weaver,51,By Kevin Bacon,Top4(1 - 3)  25%
1567,"Kraum, Ludevic''s Opus",Tymna the Weaver,51,By Brian Johnson,Top16(0 - 2 - 1)  0%
1568,"Kraum, Ludevic''s Opus",Tymna the Weaver,52,by benjamin blanch,Top32(2 - 3)  40%
1569,"Kraum, Ludevic''s Opus",Tymna the Weaver,52,by daniel aravena,Top64(0 - 4)  0%
1570,"Kraum, Ludevic''s Opus",Tymna the Weaver,52,by daniel gandares (l),Top64(0 - 3 - 2)  0%
1571,"Kraum, Ludevic''s Opus",Tymna the Weaver,53,By Dev Patel,Top8(1 - 1 - 3)  20%
1572,"Kraum, Ludevic''s Opus","Reyhan, Last of the Abzan",53,by brandon williams,Top64(0 - 2 - 1)  0%
1573,"Kraum, Ludevic''s Opus",Tymna the Weaver,54,by andoni lópez,Top32(1 - 3)  25%
1574,"Kraum, Ludevic''s Opus",Tymna the Weaver,56,By Aaron Joseph,Top4(2 - 2 - 1)  40%
1575,"Kraum, Ludevic''s Opus",Tymna the Weaver,56,By Alex James Stockwell,Top16(2 - 2 - 1)  40%
1576,"Kraum, Ludevic''s Opus",Tymna the Weaver,56,By Jens Kidd,Top16(1 - 1 - 2)  25%
1577,"Kraum, Ludevic''s Opus",Tymna the Weaver,56,By Albert Pinnella,Top32(1 - 2 - 1)  25%
1578,"Kraum, Ludevic''s Opus",Tymna the Weaver,56,by noah stevens,Top64(0 - 3 - 1)  0%
1579,"Kraum, Ludevic''s Opus",Tymna the Weaver,57,By Kyle Schaff,Top8(2 - 2 - 2)  33%
1580,"Kraum, Ludevic''s Opus",Tymna the Weaver,57,by corwin caster,Top64(1 - 3 - 1)  20%
1581,"Kraum, Ludevic''s Opus",Tymna the Weaver,57,by logan caruso,Top64(1 - 3)  25%
1582,"Kraum, Ludevic''s Opus",Tymna the Weaver,57,by christian wetmore,Top64(0 - 4)  0%
1583,"Kraum, Ludevic''s Opus",Tymna the Weaver,57,by isiah domena,Top64(0 - 2 - 3)  0%
1584,"Kraum, Ludevic''s Opus",Tymna the Weaver,57,by brian knowles,Top128(0 - 4 - 1)  0%
1585,"Kraum, Ludevic''s Opus","Reyhan, Last of the Abzan",58,By Dan Marshall,Top4(2 - 3 - 1)  33%
1586,"Kraum, Ludevic''s Opus",Tymna the Weaver,58,By Matthew Dukes,Top8(2 - 2 - 1)  40%
1587,"Kraum, Ludevic''s Opus",Tymna the Weaver,59,By Ignasi Ibáñez Martí,1st(3 - 0 - 2)  100%
1588,"Kraum, Ludevic''s Opus",Tymna the Weaver,59,By Francisco Cuadrado,Top8(2 - 3)  40%
1589,"Kraum, Ludevic''s Opus",Tymna the Weaver,59,By Uri Mössinger,Top16(1 - 1 - 3)  20%
1590,"Kraum, Ludevic''s Opus",Tymna the Weaver,59,By Martin Feinsilber,Top16(1 - 1 - 2)  25%
1591,"Kraum, Ludevic''s Opus",Tymna the Weaver,59,by marc sedeño,Top32(1 - 2 - 1)  25%
1592,"Kraum, Ludevic''s Opus",Tymna the Weaver,59,by xoripain,Top32(0 - 3 - 1)  0%
1593,"Kraum, Ludevic''s Opus",Tymna the Weaver,59,by adrian perez,Top32(0 - 4)  0%
1594,"Kraum, Ludevic''s Opus",Tymna the Weaver,60,By Sterling Sellards,1st(5 - 1)  83%
1595,"Kraum, Ludevic''s Opus",Tymna the Weaver,60,By Hunter Romero,Top8(2 - 2 - 1)  40%
1596,"Kraum, Ludevic''s Opus",Tymna the Weaver,60,By Ganesh Chowdiah,Top16(1 - 2 - 1)  25%
1597,"Kraum, Ludevic''s Opus",Tymna the Weaver,60,By Philippe Martin,Top16(1 - 2 - 1)  25%
1598,"Kraum, Ludevic''s Opus",Tymna the Weaver,60,by izy is busy,Top32(1 - 3)  25%
1599,"Kraum, Ludevic''s Opus",Tymna the Weaver,60,by don magana,Top64(0 - 3 - 1)  0%
1600,"Kydele, Chosen of Kruphix","Rograkh, Son of Rohgahh",54,By Oscar Fernandez De Aguirre,Top16(1 - 2 - 1)  25%
1601,"Liberator, Urza''s Battlethopter",N/A,57,by gabriel griffith,Top32(1 - 2 - 2)  20%
1602,"Lumra, Bellow of the Woods",N/A,57,by dillon dyne,Top64(1 - 3 - 1)  20%
1603,Maelstrom Wanderer,N/A,57,by joshua walborn,Top128(0 - 4)  0%
1604,"Magda, Brazen Outlaw",N/A,52,By Benjamin Vega,Top16(2 - 2 - 1)  40%
1605,"Magda, Brazen Outlaw",N/A,52,by javiera castañeda,Top32(1 - 2 - 2)  20%
1606,"Magda, Brazen Outlaw",N/A,52,by daniel eduardo hernandez carcamo,Top32(1 - 2 - 1)  25%
1607,"Magda, Brazen Outlaw",N/A,52,by hamlet stark,Top64(0 - 3 - 2)  0%
1608,"Magda, Brazen Outlaw",N/A,53,By Pablo Andres Martinez Castro,Top16(1 - 1 - 2)  25%
1609,"Magda, Brazen Outlaw",N/A,54,by david cristobal gomez,Top32(0 - 1 - 3)  0%
1610,"Magda, Brazen Outlaw",N/A,54,by daniel fernandez comba,Top64(0 - 3 - 1)  0%
1611,"Magda, Brazen Outlaw",N/A,55,By Alex Peters,Top16(0 - 2 - 1)  0%
1612,"Magda, Brazen Outlaw",N/A,56,By Jack G,Top16(1 - 2 - 1)  25%
1613,"Magda, Brazen Outlaw",N/A,56,by pedro villa,Top64(0 - 3)  0%
1614,"Magda, Brazen Outlaw",N/A,56,by kaitlyn blagrave,Top64(0 - 2 - 2)  0%
1615,"Magda, Brazen Outlaw",N/A,59,by oriol martinez juanola,Top32(1 - 3)  25%
1616,"Magda, Brazen Outlaw",N/A,59,by pedro ots,Top64(0 - 4)  0%
1617,"Magda, Brazen Outlaw",N/A,60,By Garner Johnson,Top4(3 - 3)  50%
1618,"Malcolm, Keen-Eyed Navigator",Vial Smasher the Fierce,55,By Mark Segaric,Top16(0 - 1 - 2)  0%
1619,"Malcolm, Keen-Eyed Navigator","Tana, the Bloodsower",56,By Jared Baumgartner,Top16(1 - 1 - 3)  20%
1620,"Malcolm, Keen-Eyed Navigator",Vial Smasher the Fierce,57,by brandon barlow,Top128(0 - 3 - 1)  0%
1621,"Malcolm, Keen-Eyed Navigator",Vial Smasher the Fierce,58,By Euan Graham,Top16(1 - 3)  25%
1622,"Malcolm, Keen-Eyed Navigator",Vial Smasher the Fierce,59,by kik,Top32(1 - 2 - 1)  25%
1623,"Malcolm, Keen-Eyed Navigator",Vial Smasher the Fierce,59,by alexis pallero,Top64(0 - 4)  0%
1624,"Malcolm, Keen-Eyed Navigator",Tymna the Weaver,60,by chris wales,Top64(0 - 2 - 2)  0%
1625,"Malcolm, Keen-Eyed Navigator",Vial Smasher the Fierce,60,by jackson henry [buc-ees],Top64(0 - 3)  0%
1626,"Malik, Grim Manipulator",N/A,51,By Justin Shields,Top16(0 - 2 - 1)  0%
1627,"Marchesa, Dealer of Death",N/A,58,by ezequiel baena amodeo,Top32(0 - 2 - 2)  0%
1628,Marneus Calgar,N/A,52,by alonso Ömich,Top64(0 - 3)  0%
1629,Marneus Calgar,N/A,57,By Tim Taranto,1st(5 - 2)  71%
1630,Marneus Calgar,N/A,57,by mark galioto,Top32(1 - 1 - 3)  20%
1631,Marneus Calgar,N/A,57,by michael bellavia,Top64(0 - 1 - 3)  0%
1632,Marneus Calgar,N/A,57,by michael wodzynski,Top64(0 - 3 - 2)  0%
1633,"Marwyn, the Nurturer",N/A,53,by sean ackerman,Top32(0 - 1 - 3)  0%
1634,"Minsc & Boo, Timeless Heroes",N/A,52,by eugenio mendez,Top64(0 - 4 - 1)  0%
1635,"Muldrotha, the Gravetide",N/A,52,by vicente garcia gilabert,Top64(0 - 4 - 1)  0%
1636,"Najeela, the Blade-Blossom",N/A,52,By Víctor Avalos,Top32(0 - 1 - 3)  0%
1637,"Najeela, the Blade-Blossom",N/A,52,by francisco gomez,Top32(1 - 3 - 1)  20%
1638,"Najeela, the Blade-Blossom",N/A,52,by nicolas ahumada,Top64(0 - 3 - 2)  0%
1639,"Najeela, the Blade-Blossom",N/A,52,by roque del amo,Top64(0 - 2 - 1)  0%
1640,"Najeela, the Blade-Blossom",N/A,55,By Lucas Macri,Top32(0 - 2 - 1)  0%
1641,"Najeela, the Blade-Blossom",N/A,56,by kenny brand,Top64(0 - 3 - 1)  0%
1642,"Najeela, the Blade-Blossom",N/A,57,by christopher bolt,Top64(1 - 4)  20%
1643,"Najeela, the Blade-Blossom",N/A,57,by jonathan gibbons,Top128(0 - 4)  0%
1644,"Najeela, the Blade-Blossom",N/A,58,By Kway,Top16(1 - 3 - 1)  20%
1645,"Najeela, the Blade-Blossom",N/A,59,by Álvaro de la cruz,Top32(0 - 4)  0%
1646,"Narset, Enlightened Exile",N/A,53,by cole smith,Top32(0 - 2 - 1)  0%
1647,"Narset, Enlightened Exile",N/A,56,by rory,Top32(1 - 2 - 1)  25%
1648,"Niv-Mizzet, Parun",N/A,53,by max allred,Top32(0 - 2 - 2)  0%
1649,"Ob Nixilis, Captive Kingpin",N/A,56,by robert hernandez,Top64(0 - 2 - 2)  0%
1650,"Ob Nixilis, Captive Kingpin",N/A,58,by andy yates,Top32(0 - 3 - 1)  0%
1651,"Ob Nixilis, Captive Kingpin",N/A,59,by killerdawn999,Top64(0 - 4)  0%
1652,"Oloro, Ageless Ascetic",N/A,52,by alvaro bravo,Top64(0 - 4)  0%
1653,Oswald Fiddlebender,N/A,57,by noah,Top128(0 - 5)  0%
1654,"Plagon, Lord of the Beach",N/A,51,By Brayden Brown,TOP8
1655,"Plagon, Lord of the Beach",N/A,56,by gage thompson,Top64(0 - 3)  0%
1656,"Plagon, Lord of the Beach",N/A,57,By Eric English,Top16(2 - 3 - 1)  33%
1657,"Plagon, Lord of the Beach",N/A,59,by javier ruiz torrejón,Top32(0 - 1 - 3)  0%
1658,"Plagon, Lord of the Beach",N/A,60,by chris hatley,Top64(0 - 1 - 2)  0%
1659,"Plagon, Lord of the Beach",N/A,60,by brayden brown,Top64(0 - 4)  0%
1660,"Raggadragga, Goreguts Boss",N/A,52,by nicolas valenzuela,Top64(1 - 3)  25%
1661,"Rakdos, the Muscle",N/A,52,by sebastian espejo,Top32(1 - 1 - 3)  20%
1662,"Rakdos, the Muscle",N/A,54,By Jose Luis Colado Tornero,Top4(3 - 3)  50%
1663,"Rakdos, the Muscle",N/A,54,By Ariana,Top32(1 - 3)  25%
1664,"Rakdos, the Muscle",N/A,56,by mason bump,Top32(1 - 3)  25%
1665,"Rakdos, the Muscle",N/A,59,by alba coloma,Top64(0 - 4)  0%
1666,"Ral, Monsoon Mage",N/A,57,By Alexander Kans,Top4(4 - 3)  57%
1667,"Rocco, Cabaretti Caterer",N/A,55,By Anthony,Top32(0 - 1 - 1)  0%
1668,"Rocco, Cabaretti Caterer",N/A,58,By Ruben Smith,Top8(2 - 1 - 2)  40%
1669,"Rocco, Cabaretti Caterer",N/A,60,By Bobby Stewart,Top8(2 - 3)  40%
1670,"Rograkh, Son of Rohgahh","Thrasios, Triton Hero",52,by tomás olivares,Top32(1 - 3 - 1)  20%
1671,"Rograkh, Son of Rohgahh","Thrasios, Triton Hero",52,by nicolás espinoza,Top64(1 - 4)  20%
1672,"Rograkh, Son of Rohgahh","Silas Renn, Seeker Adept",53,by thomas ablan,Top8(1 - 1 - 3)  20%
1673,"Rograkh, Son of Rohgahh","Thrasios, Triton Hero",54,By Javier Celestino,Top32(1 - 3)  25%
1674,"Rograkh, Son of Rohgahh","Silas Renn, Seeker Adept",55,By Marcel Dizon,Top8(0 - 1 - 1)  0%
1675,"Rograkh, Son of Rohgahh","Thrasios, Triton Hero",56,by alex schleicher,Top32(0 - 2 - 1)  0%
1676,"Rograkh, Son of Rohgahh","Thrasios, Triton Hero",56,by logan ayyoub,Top64(0 - 2 - 1)  0%
1677,"Rograkh, Son of Rohgahh","Silas Renn, Seeker Adept",57,by johnathan garman,Top32(1 - 2 - 2)  20%
1678,"Rograkh, Son of Rohgahh","Silas Renn, Seeker Adept",57,by ethan duffy,Top64(1 - 3)  25%
1679,"Rograkh, Son of Rohgahh","Silas Renn, Seeker Adept",57,by garrett haima,Top64(0 - 2 - 2)  0%
1680,"Rograkh, Son of Rohgahh","Thrasios, Triton Hero",58,By Adam Boxall,Top16(1 - 3 - 1)  20%
1681,"Rograkh, Son of Rohgahh","Silas Renn, Seeker Adept",58,by leah sheffield,Top32(1 - 3)  25%
1682,"Rograkh, Son of Rohgahh","Silas Renn, Seeker Adept",59,By Mikol,Top16(1 - 2 - 1)  25%
1683,"Rograkh, Son of Rohgahh","Silas Renn, Seeker Adept",59,by francisco heredia amaya,Top32(1 - 3)  25%
1684,"Rograkh, Son of Rohgahh","Silas Renn, Seeker Adept",59,by edgaar5,Top32(0 - 4)  0%
1685,"Rograkh, Son of Rohgahh","Thrasios, Triton Hero",60,by ricky loza,Top32(1 - 3)  25%
1686,"Rograkh, Son of Rohgahh","Thrasios, Triton Hero",60,by billy delaney,Top64(0 - 3 - 1)  0%
1904,Garth One-Eye,N/A,64,By Elijah Beck,Top8(0 - 2 - 1)  0%
1687,"Rograkh, Son of Rohgahh","Thrasios, Triton Hero",60,by jonathan vick,Top64(0 - 3)  0%
1688,"Roxanne, Starfall Savant",N/A,53,by hunter,Top32(1 - 2 - 1)  25%
1689,"Ruric Thar, the Unbowed",N/A,58,by dave wilcox,Top32(0 - 3 - 1)  0%
1690,"Sauron, the Dark Lord",N/A,57,by nathan beebe,Top64(0 - 3 - 2)  0%
1691,Sefris of the Hidden Ways,N/A,58,by nathan price,Top32(0 - 3 - 1)  0%
1692,"Shorikai, Genesis Engine",N/A,52,by marco poblete,Top64(0 - 2 - 3)  0%
1693,"Shorikai, Genesis Engine",N/A,53,by gary revis,Top64(0 - 3 - 1)  0%
1694,"Shorikai, Genesis Engine",N/A,56,by alexander gomez,Top64(0 - 1 - 3)  0%
1695,"Shorikai, Genesis Engine",N/A,57,by joe mac,Top64(0 - 2 - 2)  0%
1696,"Shorikai, Genesis Engine",N/A,60,By Christopher Andrew Murry,Top16(1 - 2 - 2)  20%
1697,"Sisay, Weatherlight Captain",N/A,51,By Sterling Sellards,2nd(2 - 1 - 1)  50%
1698,"Sisay, Weatherlight Captain",N/A,52,by franz,Top64(1 - 3)  25%
1699,"Sisay, Weatherlight Captain",N/A,52,by david juan,Top64(0 - 3 - 1)  0%
1700,"Sisay, Weatherlight Captain",N/A,52,by mr. orcish bowmasters,Top64(0 - 1 - 1)  0%
1701,"Sisay, Weatherlight Captain",N/A,53,by leonidas,Top32(0 - 1 - 3)  0%
1702,"Sisay, Weatherlight Captain",N/A,53,by riley elwood,Top32(0 - 1 - 3)  0%
1703,"Sisay, Weatherlight Captain",N/A,55,By Cole West-Blair,Top16(0 - 1 - 2)  0%
1704,"Sisay, Weatherlight Captain",N/A,56,By Jeremy Davis,Top8(2 - 2 - 1)  40%
1705,"Sisay, Weatherlight Captain",N/A,56,By Issachar Lane,Top16(1 - 0 - 3)  100%
1706,"Sisay, Weatherlight Captain",N/A,56,by angel dubon,Top32(1 - 2 - 1)  25%
1707,"Sisay, Weatherlight Captain",N/A,56,by peyton kirk,Top32(0 - 3)  0%
1708,"Sisay, Weatherlight Captain",N/A,56,by brendan lieberman,Top64(0 - 2 - 2)  0%
1709,"Sisay, Weatherlight Captain",N/A,56,by donovan charles walker,Top64
1710,"Sisay, Weatherlight Captain",N/A,57,by dio,Top32(2 - 3)  40%
1711,"Sisay, Weatherlight Captain",N/A,57,by jim lee,Top32(1 - 3 - 1)  20%
1712,"Sisay, Weatherlight Captain",N/A,57,by christopher alvarez,Top64(1 - 3)  25%
1713,"Sisay, Weatherlight Captain",N/A,57,by raven crossett,Top128(0 - 5)  0%
1714,"Sisay, Weatherlight Captain",N/A,58,By Ben Mullan,1st(4 - 0 - 2)  100%
1715,"Sisay, Weatherlight Captain",N/A,59,by sara domínguez,Top32(1 - 3)  25%
1716,"Sisay, Weatherlight Captain",N/A,60,By (Kevin)Tacobellpiglet,2nd(3 - 1 - 1)  60%
1717,"Sisay, Weatherlight Captain",N/A,60,By Rex Kyle,Top8(2 - 2 - 1)  40%
1718,"Slicer, Hired Muscle",N/A,54,By Guillermo Díaz Laguillo,Top16(1 - 2 - 1)  25%
1719,"Stella Lee, Wild Card",N/A,56,by khanye fdl,Top64(0 - 3)  0%
1720,"Stella Lee, Wild Card",N/A,57,By Pat Buckohr,Top8(2 - 2 - 2)  33%
1721,"Stella Lee, Wild Card",N/A,57,by stan twaroski,Top64(0 - 3 - 2)  0%
1722,Svyelun of Sea and Sky,N/A,53,by justin kyle,Top32(0 - 3 - 1)  0%
1723,"Talion, the Kindly Lord",N/A,52,by rodrigo gallo,Top64(0 - 2 - 3)  0%
1724,"Talion, the Kindly Lord",N/A,56,By Byron Gillan,Top8(2 - 2 - 1)  40%
1725,"Talion, the Kindly Lord",N/A,56,by will mohoff,Top32(1 - 2 - 1)  25%
1726,"Talion, the Kindly Lord",N/A,57,by tom ohanlon,Top64(1 - 3 - 1)  20%
1727,"Talion, the Kindly Lord",N/A,60,By Jacob Mosley,Top16(0 - 2 - 1)  0%
1728,"Tameshi, Reality Architect",N/A,57,by brian schubert,Top32(1 - 2 - 2)  20%
1729,"Tana, the Bloodsower",Tymna the Weaver,57,by richard j porter,Top128(0 - 4 - 1)  0%
1730,"Tasigur, the Golden Fang",N/A,52,by matias ossandon,Top32(1 - 2 - 2)  20%
1731,"Tayam, Luminous Enigma",N/A,52,by matias sempertegui,Top32(1 - 2 - 2)  20%
1732,"Tayam, Luminous Enigma",N/A,53,By Sean Hargis,Top16(1 - 1 - 2)  25%
1733,"Tayam, Luminous Enigma",N/A,54,By Fernando Caballero,Top16(1 - 2 - 1)  25%
1734,"Tayam, Luminous Enigma",N/A,58,By Mark Withers,Top4(2 - 1 - 2)  40%
1735,"Tayam, Luminous Enigma",N/A,59,By Toni Garcia Barrera,2nd(2 - 2 - 1)  40%
1736,"Tayam, Luminous Enigma",N/A,60,by skyler walker,Top32(1 - 3)  25%
