1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,"Ajani, Nacatl Pariah"
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Alseid of Life's Bounty
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Angrath's Marauders
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Archon of Emeria
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Aven Mindcensor
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Banisher Priest
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Bayek of Siwa
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Blade Historian
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,"Boromir, Warden of the Tower"
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Cathar Commando
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,"Celestine, the Living Saint"
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Combat Celebrant
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Crawling Chorus
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Dauntless Dismantler
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Eidolon of Rhetoric
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Ethersworn Canonist
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Evangel of Heliod
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Fiend Hunter
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Gingerbrute
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Goblin Rabblemaster
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Goldnight Commander
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Grand Abolisher
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Haktos the Unscarred
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Healer's Hawk
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Hope of Ghirapur
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Inquisitive Puppet
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,"Jor Kadeen, the Prevailer"
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Legion Warboss
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,"Lena, Selfless Champion"
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Memnite
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Myr Convert
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Ornithopter
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Palace Jailer
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Phyrexian Censor
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Phyrexian Walker
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Rage Thrower
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Reverent Hoplite
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,"Rograkh, Son of Rohgahh"
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Selfless Savior
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Signal Pest
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,"Skrelv, Defector Mite"
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Spirit of the Labyrinth
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Swooping Lookout
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,"Thalia, Guardian of Thraben"
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,"Thalia, Heretic Cathar"
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Tithe Taker
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Toolcraft Exemplar
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Weathered Wayfarer
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Witch Enchanter
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,"Yoshimaru, Ever Faithful"
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Zealous Conscripts
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Flawless Maneuver
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Generous Gift
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Path to Exile
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Raise the Alarm
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Reprieve
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Rootborn Defenses
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Stroke of Midnight
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Swords to Plowshares
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Blasphemous Act
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Hop to It
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Servo Exhibition
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Land Tax
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Legion's Landing
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Skrelv's Hive
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Battlefield Forge
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Boros Guildgate
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Cliffgate
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Clifftop Retreat
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Command Tower
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Furycalm Snarl
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Inspiring Vantage
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Mountain
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Plains
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Restless Bivouac
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Rugged Prairie
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Stone Quarry
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Thriving Bluff
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,Thriving Heath
1007,1,"Winota, Joiner of Forces",N/A,By Felipe Leandro,"Winota, Joiner of Forces"
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Diamond Lion
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Generator Servant
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Simian Spirit Guide
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Arcane Signet
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Argentum Armor
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Azorius Signet
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Boros Signet
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Commander's Sphere
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Darksteel Ingot
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Fellwar Stone
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Lavaspur Boots
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Mind Stone
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Sol Ring
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Talisman of Progress
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Thought Vessel
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Abrade
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,An Offer You Can't Refuse
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Arcane Denial
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Boros Charm
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Brainstorm
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Chaos Warp
1007,2,"Narset, Enlightened Master",N/A,By Christian Valenzuela,Counterspell
