Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,Blood Artist,41
Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,Dusk Legion Zealot,41
Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,Soul Warden,41
Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,Corpse Knight,41
Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,Soul's Attendant,41
Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,Impassioned Orator,41
Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,Viscera Seer,41
Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,Carrion Feeder,41
Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,Cruel Celebrant,41
Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,Deathgreeter,41
Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,Alseid of Life's Bounty,41
Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,"Daxos, Blessed by the Sun",41
Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,Lampad of Death's Vigil,41
Top8(0 - 2)  0%,https://mtgdecks.net/Commander/amalia-benavides-aguirre-decklist-by-jordi-gasulla-rabionet-2354236,Amalia Benavides Aguirre,,by jordi gasulla rabionet,Disciple of Griselbrand,41
