1st(3 - 1 - 1)  60%,https://mtgdecks.net/Commander/kraum-ludevic-s-opus-decklist-by-nicholas-soh-2343012,"Kraum, Ludevic's Opus",Tymna the Weaver,By Nicholas Soh,Thassa's Oracle,1
1st(3 - 1 - 1)  60%,https://mtgdecks.net/Commander/kraum-ludevic-s-opus-decklist-by-nicholas-soh-2343012,"Kraum, Ludevic's Opus",Tymna the Weaver,By Nicholas Soh,Phyrexian Metamorph,1
1st(3 - 1 - 1)  60%,https://mtgdecks.net/Commander/kraum-ludevic-s-opus-decklist-by-nicholas-soh-2343012,"Kraum, Ludevic's Opus",Tymna the Weaver,By Nicholas Soh,Simian Spirit Guide,1
1st(3 - 1 - 1)  60%,https://mtgdecks.net/Commander/kraum-ludevic-s-opus-decklist-by-nicholas-soh-2343012,"Kraum, Ludevic's Opus",Tymna the Weaver,By Nicholas Soh,Esper Sentinel,1
1st(3 - 1 - 1)  60%,https://mtgdecks.net/Commander/kraum-ludevic-s-opus-decklist-by-nicholas-soh-2343012,"Kraum, Ludevic's Opus",Tymna the Weaver,By Nicholas Soh,Ranger-Captain of Eos,1
1st(3 - 1 - 1)  60%,https://mtgdecks.net/Commander/kraum-ludevic-s-opus-decklist-by-nicholas-soh-2343012,"Kraum, Ludevic's Opus",Tymna the Weaver,By Nicholas Soh,"Ragavan, Nimble Pilferer",1
1st(3 - 1 - 1)  60%,https://mtgdecks.net/Commander/kraum-ludevic-s-opus-decklist-by-nicholas-soh-2343012,"Kraum, Ludevic's Opus",Tymna the Weaver,By Nicholas Soh,Professional Face-Breaker,1
1st(3 - 1 - 1)  60%,https://mtgdecks.net/Commander/kraum-ludevic-s-opus-decklist-by-nicholas-soh-2343012,"Kraum, Ludevic's Opus",Tymna the Weaver,By Nicholas Soh,Orcish Bowmasters,1
1st(3 - 1 - 1)  60%,https://mtgdecks.net/Commander/kraum-ludevic-s-opus-decklist-by-nicholas-soh-2343012,"Kraum, Ludevic's Opus",Tymna the Weaver,By Nicholas Soh,"Lotho, Corrupt Shirriff",1
1st(3 - 1 - 1)  60%,https://mtgdecks.net/Commander/kraum-ludevic-s-opus-decklist-by-nicholas-soh-2343012,"Kraum, Ludevic's Opus",Tymna the Weaver,By Nicholas Soh,Grand Abolisher,1
1st(3 - 1 - 1)  60%,https://mtgdecks.net/Commander/kraum-ludevic-s-opus-decklist-by-nicholas-soh-2343012,"Kraum, Ludevic's Opus",Tymna the Weaver,By Nicholas Soh,Mockingbird,1
